permit_type,accela,name,address_no,address_st,bo,zip,inspection_date,inspection_year,inspection_type,all_violations,phh_violations,critical_violations,general_violations,docket,lat,long,BIN,NTA,NTAcode
Indoor,40425715,NYC BD OF ED/P.S. 125 - RALPH BUNCH SCHOOL,425,WEST 123 STREET,MA,10027,5/30/2019,2019,Routine Inspection,3,0,0,3,,40.8104246,-73.95580871,1059526,Morningside Heights,MN09
Indoor,50033544,FITNESS INTERNATIONAL LLC,78-04,S CONDUIT AVENUE,QU,11414,5/30/2019,2019,Re-Inspection,3,1,1,1,09491-19S1,40.67300519,-73.85777933,,,
Indoor,40425672,CITYSPIRE CONDOMINIUM BRD. OF MANAGERS,150,WEST 56 STREET,MA,10019,6/3/2019,2019,Re-Inspection,3,0,3,0,10079-19S1,40.76449789,-73.97973366,1076177,Midtown-Midtown South,MN17
Indoor,41284561,TOWN SPORTS INTERNATIONAL,1601,BRONXDALE AVENUE,BX,10462,6/12/2019,2019,Re-Inspection,3,0,3,0,09771-19S2,40.84354168,-73.85694348,2043253,Van Nest-Morris Park-Westchester Square,BX37
Indoor,41130846,PARK AVENUE HEALTH CLUB LLC,275,PARK AVENUE,BK,11205,6/12/2019,2019,Re-Inspection,3,3,0,0,,40.69600497,-73.96756185,3054140,park-cemetery-etc-Brooklyn,BK99
Indoor,40425672,CITYSPIRE CONDOMINIUM BRD. OF MANAGERS,150,WEST 56 STREET,MA,10019,6/17/2019,2019,Re-Inspection,3,1,2,0,10079-19S2,40.76449789,-73.97973366,1076177,Midtown-Midtown South,MN17
Indoor,40425557,ST. GEORGE HEALTH & RACQUETBALL ASSOC,43,CLARK STREET,BK,11201,6/24/2019,2019,Routine Inspection,3,2,1,0,12311-19S0,40.69780999,-73.99430198,3001725,Brooklyn Heights-Cobble Hill,BK09
Indoor,40425398,Y.M. HEBREW ASSOCIATION OF BORO PARK,4910,14 AVENUE,BK,11219,6/24/2019,2019,Routine Inspection,3,1,0,2,12265-19S0,40.63357092,-73.99005252,3416888,Borough Park,BK88
Indoor,40425672,CITYSPIRE CONDOMINIUM BRD. OF MANAGERS,150,WEST 56 STREET,MA,10019,7/1/2019,2019,Re-Inspection,3,1,2,0,10079-19S3,40.76449789,-73.97973366,1076177,Midtown-Midtown South,MN17
Outdoor,40425458,THE SEAGATE ASSOCIATION,3700,SURF AVENUE,BK,11224,7/9/2019,2019,Routine Inspection,3,1,0,2,13336-19S0,40.57352363,-74.00293728,3189354,Seagate-Coney Island,BK21
Outdoor,40426317,NYCP&R / HIGHBRIDGE,0,WEST 173 STREET & AMSTERDAM,MA,10032,7/15/2019,2019,Routine Inspection,3,0,2,1,,40.84346921,-73.93427094,,,
Outdoor,40426327,NYCP&R / CROTONA CPB#3,0,173 STREET& FULTON AVENUE,BX,10457,7/16/2019,2019,Routine Inspection,3,1,1,1,,40.84136211,-73.89787127,,,
Outdoor,40426356,NYCP&R / RED HOOK POOL,0,BAY AND HENRY STREET,BK,11231,7/17/2019,2019,Routine Inspection,3,0,2,1,,40.6719296,-74.00351481,,,
Outdoor,40426017,BRIGHTWATER TOWERS INC,501,SURF AVENUE,BK,11224,7/22/2019,2019,Routine Inspection,3,0,0,3,,40.57489036,-73.97397793,3320627,West Brighton,BK23
Outdoor,40426326,NYCP&R / JACKIE ROBINSON,0,WEST 145 STREET & BRADHURST,MA,10039,7/24/2019,2019,Routine Inspection,3,0,1,2,,40.82426852,-73.94217041,,,
Outdoor,50049693,LTF CLUB OPERATIONS COMPANY INC,605,WEST 42 STREET,MA,10036,7/31/2019,2019,Routine Inspection,3,1,1,1,14905-19S0,40.76095345,-73.99861746,1089438,Clinton,MN15
Outdoor,40426308,NYCP&R / ASSER LEVY POOL,0,EAST 23 STREET & ASSER LEVY PLACE,MA,10010,7/31/2019,2019,Routine Inspection,3,0,2,1,,40.7361301,-73.97615915,,,
Outdoor,40426314,NYCP&R / LASKER,0,110 STREET & LENOX AVENUE,MA,10026,8/1/2019,2019,Routine Inspection,3,0,2,1,,40.79659027,-73.95455168,,,
Outdoor,40426148,TILDEN TOWERS HOUSING CO INC,801,TILDEN STREET,BX,10467,8/2/2019,2019,Routine Inspection,3,0,0,3,,40.87685744,-73.86157606,2093569,Williamsbridge-Olinville,BX44
Outdoor,41531153,JAMIE TOWERS HOUSING COMPANY,633,OLMSTEAD AVENUE,BX,10473,8/3/2019,2019,Routine Inspection,3,0,1,2,15130-19S0,40.81932584,-73.85126559,2092669,Soundview-Castle Hill-Clason Point-Harding Park,BX09
Outdoor,50094656,LINDSAY PARK HOUSING CORP,46,BOERUM STREET,BK,11206,8/10/2019,2019,Routine Inspection,3,0,2,1,15599-19S0,40.70547248,-73.94748202,3327971,East Williamsburg,BK90
Outdoor,40426277,SKYLINE TERRACE CONDOMINIUM,25-52,120 STREET,QU,11354,8/13/2019,2019,Re-Inspection,3,1,1,1,13007-19S1,40.77633329,-73.84803661,4449434,College Point,QN23
Outdoor,50048342,CRESCENT CLUB LLC,41-17,CRESCENT STREET,QU,11101,8/13/2019,2019,Routine Inspection,3,0,2,1,15795-19S0,40.75188524,-73.9394002,4540104,Queensbridge-Ravenswood-Long Island City,QN68
Indoor,41406145,YELED V'YALDA EARLY CHILDHOOD CENTER INC,1312,38 STREET,BK,11218,8/13/2019,2019,Routine Inspection,3,0,0,3,,40.64086054,-73.98519424,3123349,Borough Park,BK88
Outdoor,40426362,NYCP&R / P.S. 20 PLGD. ADELPHI CPB #20L,0,DEKALB AVENUE & CLAREMONT AVENUE,BK,11205,8/14/2019,2019,Routine Inspection,3,0,1,2,,40.69075798,-73.97137591,,,
Indoor,40960621,YMCA OF GREATER NEW YORK,2,CASTLE HILL AVENUE,BX,10473,8/15/2019,2019,Routine Inspection,3,1,2,0,15992-19S0,40.81177403,-73.84633335,2020591,Soundview-Castle Hill-Clason Point-Harding Park,BX09
Indoor,40650910,TOWN SPORTS INTERNATIONAL,1736,SHORE PARKWAY,BK,11214,8/15/2019,2019,Routine Inspection,3,0,1,2,15892-19S0,40.59352215,-73.99681699,3170082,Bensonhurst East,BK29
Outdoor,41728271,MARINA TOWER ASSOCIATES L.P.,375,SOUTH END AVENUE,MA,10280,8/16/2019,2019,Routine Inspection,3,1,1,1,16049-19S0,40.71123644,-74.01592521,1083375,Battery Park City-Lower Manhattan,MN25
Outdoor,41109096,SOUTHAMPTON APARTMENTS LLC,1429,SHORE PARKWAY,BK,11214,8/22/2019,2019,Routine Inspection,3,0,0,3,,40.59868773,-74.00591639,3336453,Bath Beach,BK27
Indoor,41411186,200 CHAMBERS STREET CONDOMINIUM,200,CHAMBERS STREET,MA,10007,8/27/2019,2019,Routine Inspection,3,2,1,0,16578-19S0,40.71685544,-74.01220736,1087716,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50035178,FOUNTAIN OF SPA INC,32-02,LINDEN PLACE,QU,11354,9/6/2019,2019,Routine Inspection,3,0,1,2,17216-19S0,40.76756593,-73.83186161,4112019,Flushing,QN22
Indoor,50033544,FITNESS INTERNATIONAL LLC,78-04,S CONDUIT AVENUE,QU,11414,9/13/2019,2019,Complaint Re-inspection,3,1,2,0,16854-19S1,40.67300519,-73.85777933,,,
Outdoor,41365728,SPA CASTLE INC,11-Nov,131 STREET,QU,11356,9/17/2019,2019,Routine Inspection,3,2,1,0,17997-19S0,40.78749256,-73.83735071,,,
Indoor,40425430,YMCA OF GREATER NEW YORK,238-10,HILLSIDE AVENUE,QU,11426,9/20/2019,2019,Routine Inspection,3,1,0,2,18339-19S0,40.73337236,-73.72667654,4438355,Bellerose,QN43
Indoor,41333858,WELLINGTON TOWERS CONDO,350,EAST 82 STREET,MA,10028,9/24/2019,2019,Routine Inspection,3,0,1,2,18567-19S0,40.77477168,-73.95243134,1087342,Yorkville,MN32
Indoor,50038488,24 HOUR FITNESS USA INC,245-24,HORACE HARDING EXPRESSWAY,QU,11363,9/24/2019,2019,Routine Inspection,3,1,1,1,18581-19S0,40.75968106,-73.73369737,4171723,Douglas Manor-Douglaston-Little Neck,QN45
Indoor,50010008,SPA CASTLE PREMIER 57 INC,115,EAST 57 STREET,MA,10022,9/26/2019,2019,Routine Inspection,3,1,1,1,18752-19S0,40.76129263,-73.96999542,1036926,Turtle Bay-East Midtown,MN19
Indoor,40425814,Y.M.C.A. OF NEW YORK,357,9 STREET,BK,11215,9/30/2019,2019,Routine Inspection,3,0,2,1,18946-19S0,40.66841807,-73.98474472,3022136,Park Slope-Gowanus,BK37
Indoor,40425717,NYC BD OF ED/ P.S. 70,1691,WEEKS AVENUE,BX,10457,10/15/2019,2019,Routine Inspection,3,1,1,1,,40.84424684,-73.90761462,2007387,Mount Hope,BX41
Indoor,40425467,NEW YORK HEALTH CLUB INC,1433,YORK AVENUE,MA,10021,10/16/2019,2019,Routine Inspection,3,0,1,2,19913-19S0,40.76953168,-73.9517997,1045958,Lenox Hill-Roosevelt Island,MN31
Indoor,41269465,L. A. FITNESS INTERNATIONAL LLC,145,EAST SERVICE ROAD,SI,10314,10/21/2019,2019,Complaint Re-inspection,3,1,1,1,19336-19S1,40.58787645,-74.19237208,5107392,New Springville-Bloomfield-Travis,SI05
Indoor,41577793,EDGE 11211 CONDOMINIUM,22,NORTH 6 STREET,BK,11211,10/22/2019,2019,Routine Inspection,3,0,2,1,20282-19S0,40.72006967,-73.96281338,3397446,North Side-South Side,BK73
Indoor,40690676,TOWN SPORTS INTERNATIONAL,1601,BROADWAY,MA,10019,10/28/2019,2019,Routine Inspection,3,1,0,2,20802-19S0,40.76036787,-73.98518924,1076195,Midtown-Midtown South,MN17
Indoor,40425475,NEW YORK HEALTH CLUB INC,24,EAST 13 STREET,MA,10003,10/29/2019,2019,Routine Inspection,3,1,0,2,20867-19S0,40.73484782,-73.99305392,1009382,West Village,MN23
Indoor,41102431,TOWN SPORTS INTERNATIONAL LLC,232,MERCER STREET,MA,10012,11/7/2019,2019,Routine Inspection,3,0,2,1,21502-19S0,40.72769785,-73.99599155,1086637,West Village,MN23
Indoor,40425457,SKYLINE MOTOR INN,725,10 AVENUE,MA,10019,11/13/2019,2019,Routine Inspection,3,1,1,1,21825-19S0,40.7642716,-73.9920942,1083799,Clinton,MN15
Indoor,41677630,M CLUB GYM LLC,550,WEST 54 STREET,MA,10019,11/14/2019,2019,Routine Inspection,3,2,1,0,21974-19S0,40.76791112,-73.99172553,1088726,Clinton,MN15
Indoor,40425789,NYCP&R / BROWNSVILLE RECREATION CENTER,1555,LINDEN BOULEVARD,BK,11212,11/14/2019,2019,Routine Inspection,3,1,1,1,,40.65544998,-73.90283863,3085992,Brownsville,BK81
Indoor,40425713,NYC BD OF ED/THEODORE ROOSEVELT HIGH SCHOOL,500,EAST FORDHAM ROAD,BX,10458,11/18/2019,2019,Routine Inspection,3,0,1,2,,40.86003658,-73.88826589,2011810,Belmont,BX06
Indoor,90000006,HOSTOS COMMUNITY COLLEGE,450,GRAND CONCOURSE,BX,10451,11/18/2019,2019,Routine Inspection,3,0,1,2,,40.81730799,-73.92785879,2090411,Mott Haven-Port Morris,BX39
Indoor,40000058,SUNY DOWNSTATE STUDENT CTR,394,LENOX ROAD,BK,11203,11/19/2019,2019,Routine Inspection,3,1,1,1,,40.65437521,-73.94633309,3327730,Erasmus,BK95
Indoor,40425615,HAMPTON HOUSE CONDOMINIUM,404,EAST 79 STREET,MA,10021,11/21/2019,2019,Routine Inspection,3,0,2,1,22397-19S0,40.77215862,-73.9522888,1072689,Lenox Hill-Roosevelt Island,MN31
Indoor,41707716,TAKE ME TO THE WATER AQUATICS INC,111-20,QUEENS BOULEVARD,QU,11375,11/25/2019,2019,Routine Inspection,3,2,0,1,22612-19S0,40.71837083,-73.83712683,4078828,Forest Hills,QN17
Indoor,40425470,BRONX HOUSE INC,990,PELHAM PARKWAY SOUTH,BX,10461,12/2/2019,2019,Routine Inspection,3,0,1,2,22871-19S0,40.85679746,-73.86035272,2088568,Pelham Parkway,BX49
Indoor,40425495,KIPS BAY BOYS CLUB INC,1930,RANDALL AVENUE,BX,10473,12/2/2019,2019,Routine Inspection,3,0,1,2,22896-19S0,40.81783412,-73.8567027,2090508,Soundview-Castle Hill-Clason Point-Harding Park,BX09
Indoor,40425468,YALE CLUB OF NEW YORK CITY,50,VANDERBILT AVENUE,MA,10017,12/5/2019,2019,Routine Inspection,3,0,1,2,23142-19S0,40.75397402,-73.97725361,1035374,Midtown-Midtown South,MN17
Indoor,40425604,DST. RUSSIAN TURKISH BATHS INC,268,EAST 10 STREET,MA,10009,12/11/2019,2019,Routine Inspection,3,1,2,0,23547-19S0,40.72834449,-73.98345372,1005904,East Village,MN22
Indoor,41677630,M CLUB GYM LLC,550,WEST 54 STREET,MA,10019,12/11/2019,2019,Re-Inspection,3,1,1,1,21974-19S2,40.76791112,-73.99172553,1088726,Clinton,MN15
Indoor,40000014,BROOKLYN CHILDREN PSYCH. CENTER (STATE FACILITY),1819,BERGEN STREET,BK,11233,12/11/2019,2019,Routine Inspection,3,0,2,1,,40.67453484,-73.92126151,3038839,Ocean Hill,BK79
Indoor,40657227,YMCA OF GREATER NEW YORK INC,3939,RICHMOND AVENUE,SI,10312,12/12/2019,2019,Routine Inspection,3,0,2,1,23620-19S0,40.54209759,-74.16307512,5128445,Great Kills,SI54
Indoor,50003687,388 ATHLETIC CLUB LLC,388,BRIDGE STREET,BK,11201,12/16/2019,2019,Routine Inspection,3,0,2,1,23778-19S0,40.69157856,-73.98532357,3397720,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,41314394,ON YOUR MARK INC,475,VICTORY BOULEVARD,SI,10301,12/16/2019,2019,Routine Inspection,3,0,1,2,23760-19S0,40.63062771,-74.08847502,5002887,New Brighton-Silver Lake,SI35
Indoor,50070333,BRIDGE LAND VESTRY LLC,264,WEST STREET,MA,10013,12/17/2019,2019,Routine Inspection,3,1,1,1,23911-19S0,40.72306966,-74.01157354,1090656,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50015387,RELATED MANAGEMENTS COMPANY LP AGENT FOR ONE MADISON PARK CONDOMINIUM,23,EAST 22 STREET,MA,10010,12/19/2019,2019,Routine Inspection,3,0,2,1,24046-19S0,40.7402821,-73.9886508,1087769,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,40425660,BROMLEY CONDOMINIUM,225,WEST 83 STREET,MA,10024,12/19/2019,2019,Routine Inspection,3,1,0,2,24055-19S0,40.78619202,-73.97750978,1084303,Upper West Side,MN12
Indoor,40711872,NEW YORK SPORTS CLUB,303,PARK AVENUE SOUTH,MA,10010,12/26/2019,2019,Routine Inspection,3,1,2,0,24329-19S0,40.74032027,-73.98624744,1018033,Gramercy,MN21
Indoor,50068748,HENRY V MURRAY SENIOR LLC,111,MURRAY STREET,MA,10007,12/29/2019,2019,Routine Inspection,3,0,1,2,24467-19S0,40.71510424,-74.01252808,1089698,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,40699477,TOWN SPORTS INTERNATIONAL,248,WEST 80 STREET,MA,10024,12/30/2019,2019,Routine Inspection,3,1,2,0,24485-19S0,40.78467461,-73.97986832,1032645,Upper West Side,MN12
Indoor,40425660,BROMLEY CONDOMINIUM,225,WEST 83 STREET,MA,10024,12/31/2019,2019,Re-Inspection,3,1,0,2,24055-19S1,40.78619202,-73.97750978,1084303,Upper West Side,MN12
Indoor,40425393,COLONY CLUB,564,PARK AVENUE,MA,10021,1/2/2020,2020,Routine Inspection,3,2,0,1,00053-20S0,40.76504424,-73.96825371,1040899,Upper East Side-Carnegie Hill,MN40
Indoor,50004851,FITNESS INTERNATIONAL LLC,3231,RICHMOND AVENUE,SI,10312,1/2/2020,2020,Routine Inspection,3,2,1,0,00043-20S0,40.56039291,-74.16976352,5073738,Great Kills,SI54
Indoor,40425580,BAYVIEW LEISURE ASSOC.,1,BAY CLUB DRIVE,QU,11360,1/9/2020,2020,Routine Inspection,3,2,1,0,00507-20S0,40.77900473,-73.78208352,4610630,Ft. Totten-Bay Terrace-Clearview,QN47
Indoor,50036605,JUMEAUX MANAGEMENT LLC,305,EAST 86 STREET,MA,10028,1/21/2020,2020,Routine Inspection,3,0,2,1,01289-20S0,40.77769712,-73.95131354,1050025,Yorkville,MN32
Indoor,40425404,YOUNG MEN & YOUNG WOMEN HEBREW ASSOC,1395,LEXINGTON AVENUE,MA,10028,1/21/2020,2020,Routine Inspection,3,2,0,1,01317-20S0,40.78303088,-73.95298873,1048310,Upper East Side-Carnegie Hill,MN40
Indoor,40425552,NEW YORK HEALTH & RACQUET CLUB,110,WEST 56 STREET,MA,10019,1/23/2020,2020,Routine Inspection,3,1,1,1,01604-20S0,40.76387731,-73.97826821,1023398,Midtown-Midtown South,MN17
Indoor,40787326,OCEANA HOMEOWNERS ASSOCIATION BRIGHTON DEVELOPMENT LLC,3205,CONEY ISLAND AVENUE,BK,11235,1/27/2020,2020,Routine Inspection,3,2,1,0,01821-20S0,40.5775898,-73.95959558,,Brighton Beach,BK19
Indoor,40592464,EQUINOX 63RD SREET INC,140,EAST 63 STREET,MA,10021,1/29/2020,2020,Routine Inspection,3,0,0,3,,40.76458524,-73.96605184,1042055,Upper East Side-Carnegie Hill,MN40
Indoor,50047877,MAKTA FAMILY 11 LLC,300,SCHERMEHORN STREET,BK,11217,2/3/2020,2020,Routine Inspection,3,1,1,1,02223-20S0,40.68757628,-73.98249031,3420391,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,40609521,500 E 83 STREET CORP,500,EAST 83 STREET,MA,10028,2/3/2020,2020,Routine Inspection,3,2,0,1,02291-20S0,40.77381468,-73.94820417,1051175,Yorkville,MN32
Indoor,40425737,EASTERN ATHLETICS AT PROSPECT PARK,17,EASTERN PARKWAY,BK,11238,2/3/2020,2020,Routine Inspection,3,0,1,2,02251-20S0,40.67305605,-73.96807055,3259310,Prospect Heights,BK64
Indoor,40425552,NEW YORK HEALTH & RACQUET CLUB,110,WEST 56 STREET,MA,10019,2/4/2020,2020,Re-Inspection,3,1,1,1,01604-20S1,40.76387731,-73.97826821,1023398,Midtown-Midtown South,MN17
Indoor,41399184,RUSSIAN BATHS OF N.Y. INC.,1075,SHEEPSHEAD BAY ROAD,BK,11229,2/6/2020,2020,Routine Inspection,3,3,0,0,02566-20S0,40.59353665,-73.95854529,3201740,Homecrest,BK25
Indoor,41614943,YMCA OF GREATER NEW YORK INC,2980,WEST 29 STREET,BK,11224,2/10/2020,2020,Routine Inspection,3,1,0,2,02774-20S0,40.5742427,-73.99516928,3414027,Seagate-Coney Island,BK21
Indoor,50038493,24 HOUR FITNESS USA INC,298,WEST 231 STREET,BX,10463,2/12/2020,2020,Routine Inspection,3,1,1,1,03071-20S0,40.88074407,-73.90829059,2083198,Spuyten Duyvil-Kingsbridge,BX29
Indoor,41572745,TOWN SPORTS INTERNATIONAL LLC,575,LEXINGTON AVENUE,MA,10022,2/18/2020,2020,Re-Inspection,3,0,0,3,,40.75720889,-73.97182732,1036461,Turtle Bay-East Midtown,MN19
Indoor,50014209,2 NORTH 6TH PLACE LLC,2,N 6 STREET,BK,11249,2/24/2020,2020,Routine Inspection,3,1,2,0,03789-20S0,40.72027289,-73.96313073,,North Side-South Side,BK73
Indoor,41576380,WILLIAMSBURG WATER FRONT HOMEOWNERS ASSOC,2,NORTHSIDE PIERS,BK,11211,2/24/2020,2020,Routine Inspection,3,2,0,1,03774-20S0,40.71979279,-73.96386694,3397447,North Side-South Side,BK73
Indoor,50058244,PA ACQUISITIONS (NY) LLC,1010,PARK AVENUE,MA,10028,2/26/2020,2020,Re-Inspection,3,2,0,1,24470-19S1,40.77929716,-73.95785148,1090583,Upper East Side-Carnegie Hill,MN40
Indoor,41268474,MANHATTAN YOUTH RECREATION AND RESOURCES,200,CHAMBERS STREET,MA,10007,2/27/2020,2020,Routine Inspection,3,0,1,2,04057-20S0,40.71685544,-74.01220736,1087716,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,41396975,GANSEVOORT LLC,18,9 AVENUE,MA,10014,3/2/2020,2020,Routine Inspection,3,0,2,1,04167-20S0,40.74010684,-74.00596147,1087054,West Village,MN23
Indoor,40425582,MURRAY HILL MEWS OWNERS CORP,160,EAST 38 STREET,MA,10016,3/5/2020,2020,Routine Inspection,3,0,0,3,,40.74841303,-73.97672137,1019099,Murray Hill-Kips Bay,MN20
Indoor,41254704,ASN MURRAY HILL LLC,245,EAST 40 STREET,MA,10016,3/6/2020,2020,Routine Inspection,3,1,1,1,04560-20S0,40.74874723,-73.97363186,1037175,Turtle Bay-East Midtown,MN19
Indoor,41396712,CLUB FITNESS NY,31-11,BROADWAY,QU,11106,3/12/2020,2020,Routine Inspection,3,3,0,0,04950-20S0,40.76188975,-73.92520085,4008365,Astoria,QN70
Outdoor,50069486,GREENPOINT MCGUINNESS LLC,211,MCGUINNESS BOULEVARD,BK,11222,8/31/2020,2020,Routine Inspection,3,0,0,3,,40.7295182,-73.95097003,3379800,Greenpoint,BK76
Indoor,50039431,XSPORT FITNESS,200,BAYCHESTER AVENUE,BX,10475,2/25/2021,2021,Routine Inspection,3,2,0,1,,40.86590541,-73.83042975,2120098,Co-op City,BX13
Indoor,50045964,"FITNESS INTERNATIONAL, LLC",1565,FOREST AVENUE,SI,10302,7/7/2021,2021,Routine Inspection,3,1,0,2,,40.62445265,-74.14004545,5110062,Port Richmond,SI28
Outdoor,50043764,180 ORCHARD OWNER LLC,171,LUDLOW STREET,MA,10002,8/10/2021,2021,Routine Inspection,3,0,0,3,,40.7217164,-73.98753561,1090121,Chinatown,MN27
Outdoor,41410720,ALLEN OPERATING COMPANY LLC,190,ALLEN STREET,MA,10002,8/10/2021,2021,Routine Inspection,3,0,0,3,,40.72224079,-73.98889921,1087667,Chinatown,MN27
Indoor,41486305,301 EAST 57 STREET GYM LLC,301,EAST 57 STREET,MA,10022,8/12/2021,2021,Complaint Inspection,3,0,3,0,01586-21S0,40.7592574,-73.9651702,1039997,Turtle Bay-East Midtown,MN19
Outdoor,50091228,ON THE SOUND CONDOMINIUM,226,FORDHAM PLACE,BX,10464,8/15/2021,2021,Routine Inspection,3,0,0,3,,40.84747596,-73.78241498,2119457,Pelham Bay-Country Club-City Island,BX10
Outdoor,41555168,AI 88 LEONARD LLC CO ROSE ASSOCIATES INC,88,LEONARD STREET,MA,10013,8/18/2021,2021,Routine Inspection,3,1,1,1,,40.71715517,-74.00467879,1087082,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,40426254,ANDREW JACKSON CONDOMINIUM,35-20,LEVERICH STREET,QU,11372,8/24/2021,2021,Routine Inspection,3,0,2,1,,40.75024239,-73.89540566,4029273,Jackson Heights,QN28
Indoor,41443571,RIVERBANK WEST,555,WEST 42 STREET,MA,10036,9/8/2021,2021,Routine Inspection,3,0,1,2,02905-21S0,40.7603633,-73.99721328,1026911,Clinton,MN15
Indoor,40425579,THE COLUMBIA-STEELE STYLE,275,WEST 96 STREET,MA,10024,9/8/2021,2021,Routine Inspection,3,0,1,2,02954-21S0,40.79500985,-73.97262388,1056068,Upper West Side,MN12
Indoor,41232318,METROPOLITAN SUTTON ASSOCIATES LLC./ SUTTON PLACE,330,EAST 56 STREET,MA,10022,9/10/2021,2021,Routine Inspection,3,0,2,1,03043-21S0,40.75825823,-73.96492527,1039974,Turtle Bay-East Midtown,MN19
Indoor,41501167,PARK SOUTH TOWER ASSOCIATED LLC,124,WEST 60 STREET,MA,10023,10/12/2021,2021,Routine Inspection,3,0,0,3,,40.7702243,-73.98523036,1028827,Lincoln Square,MN14
Indoor,41380940,OLIVE PARK CONDOMINIUM,100,MASPETH AVENUE,BK,11211,10/28/2021,2021,Routine Inspection,3,0,1,2,03883-21S0,40.71599734,-73.93922013,3070234,East Williamsburg,BK90
Indoor,50051333,160 LEROY LLC,160,LEROY STREET,MA,10014,11/3/2021,2021,Routine Inspection,3,1,1,1,03986-21S0,40.73051635,-74.01009551,1090584,West Village,MN23
Indoor,41473446,TOREN CONDOMINIUM INC,150,MYRTLE AVENUE,BK,11201,11/8/2021,2021,Routine Inspection,3,1,1,1,04061-21S0,40.6935984,-73.98308013,3394020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,40425461,ST. FRANCIS COLLEGE,180,REMSEN STREET,BK,11201,11/9/2021,2021,Routine Inspection,3,0,2,1,04103-21S0,40.69326997,-73.99158698,3335934,Brooklyn Heights-Cobble Hill,BK09
Indoor,41553763,THE 20 PINE STREET CONDOMINIUM,20,PINE STREET,MA,10005,11/17/2021,2021,Routine Inspection,3,0,1,2,,40.70754814,-74.00996217,1001022,Battery Park City-Lower Manhattan,MN25
Indoor,40425705,NYC BD OF ED/ABRAHAM LINCOLN HIGH SCHOOL,2800,OCEAN PARKWAY,BK,11235,11/18/2021,2021,Routine Inspection,3,0,1,2,,40.58167376,-73.96730799,3196293,West Brighton,BK23
Indoor,40425690,NYC BD OF ED/JOHN ADAMS HIGH SCHOOL,101-01,ROCKAWAY BOULEVARD,QU,11471,12/6/2021,2021,Routine Inspection,3,1,2,0,,40.6796313,-73.83729753,4202849,South Ozone Park,QN55
Indoor,50099129,"25 WEST 14 STREET GYM, LLC",25,WEST 14 STREET,MA,10011,12/15/2021,2021,Routine Inspection,3,0,2,1,,40.73643987,-73.99464869,1015290,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,41109531,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1466,MANOR ROAD,SI,10314,1/2/2019,2019,Routine Inspection,2,0,1,1,00021-19S0,40.59444682,-74.12567653,5141743,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Indoor,41738014,BROOKLYN TENNIS & SPORTS CLUB,2781,SHELL ROAD,BK,11223,1/7/2019,2019,Routine Inspection,2,0,2,0,00324-19S0,40.58449724,-73.9745142,3423929,Gravesend,BK26
Indoor,40425604,DST. RUSSIAN TURKISH BATHS INC,268,EAST 10 STREET,MA,10009,1/9/2019,2019,Re-Inspection,2,0,0,2,,40.72834449,-73.98345372,1005904,East Village,MN22
Indoor,40425654,METROPOLITAN TOWER CLUB INC,146,WEST 57 STREET,MA,10019,1/10/2019,2019,Routine Inspection,2,0,1,1,00541-19S0,40.76514556,-73.97919918,1085969,Midtown-Midtown South,MN17
Indoor,50041487,MARMARA HOTEL RESIDENCE,114,EAST 32 STREET,MA,10016,1/14/2019,2019,Routine Inspection,2,1,0,1,00767-19S0,40.7454578,-73.98151146,1018470,Murray Hill-Kips Bay,MN20
Indoor,40787326,OCEANA HOMEOWNERS ASSOCIATION BRIGHTON DEVELOPMENT LLC,3205,CONEY ISLAND AVENUE,BK,11235,1/17/2019,2019,Routine Inspection,2,1,0,1,01085-19S0,40.5775898,-73.95959558,,Brighton Beach,BK19
Indoor,40425552,NEW YORK HEALTH & RACQUET CLUB,110,WEST 56 STREET,MA,10019,1/22/2019,2019,Routine Inspection,2,1,0,1,01225-19S0,40.76387731,-73.97826821,1023398,Midtown-Midtown South,MN17
Indoor,40425696,NYC BD OF ED/JAMES MONROE HIGH SCHOOL,1300,BOYNTON AVENUE,BX,10472,1/23/2019,2019,Re-Inspection,2,0,1,1,,40.83159438,-73.87891119,2027459,West Farms-Bronx River,BX08
Indoor,41119163,BLOCK INSTITUTE INC,376,BAY 44 STREET,BK,11214,1/24/2019,2019,Routine Inspection,2,0,0,2,,40.58751643,-73.99388299,3187874,Gravesend,BK26
Indoor,40425818,YMCA OF GREATER NEW YORK,138-46,NORTHERN BOULEVARD,QU,11354,1/25/2019,2019,Routine Inspection,2,1,1,0,01515-19S0,40.7641115,-73.82714133,4113292,Flushing,QN22
